Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,WBC..x103.uL.,RBC..x106.uL.,HGB..g.dL.,HCT....,MCV..fL.,MCH..pg.,MCHC..g.dL.,Plt..x103.uL.,MPV..fL.,X.Retic,X.Retic.109cells.l.,X.Neut,X.LYMPH,X.MONO,X.EOS,X.BASO,X.LUC,X.NEUT.103cells.uL.,X.LYMPH.103cells.uL.,X.MONO.103cells.uL.,X.EOS.103cells.uL.,X.BASO.103cells.uL.,X.LUC.103cells.uL.,CHCM.g.dL.,Tube.A..plasma.vl.,Plasma.Box.ID
DO.0215,F,G10,LGDO-F-43,5/14/2012,7/24/2013,436,Bld-2 57wks,23.05,11.55,10.42,15.3,49.5,47.5,14.7,30.9,1896,4.6,4.45,464,47.5,45.9,3.4,2.7,0.2,0.2,5.48,5.31,0.39,0.31,0.03,0.03,29.4,NA,
DO.0216,F,G10,LGDO-F-44,5/18/2012,7/24/2013,432,Bld-2 57wks,41.59,5.41,11.12,16.4,51.2,46.1,14.7,32,1371,4.9,3.79,421.1,16.8,72,7.5,2.9,0.3,0.6,0.91,3.9,0.4,0.15,0.02,0.03,30.6,NA,
DO.0217,F,G10,LGDO-F-44,5/17/2012,7/24/2013,433,Bld-2 57wks,39.87,9.15,10.82,16.8,50.1,46.3,15.5,33.6,1324,4.6,3.75,405.5,18.6,76.1,2.2,2.2,0.2,0.7,1.7,6.97,0.2,0.2,0.02,0.06,32.7,NA,
DO.0218,F,G10,LGDO-F-44,5/14/2012,7/24/2013,436,Bld-2 57wks,32.44,6.01,11.5,16.4,49.7,43.2,14.3,33,981,4.8,3.52,404.3,15,78.5,3.6,2.1,0.2,0.5,0.9,4.72,0.22,0.12,0.01,0.03,31.6,NA,
DO.0219,F,G10,LGDO-F-44,5/13/2012,7/24/2013,437,Bld-2 57wks,50.08,7.46,10.53,16.4,49,46.5,15.6,33.5,233,6.1,2.84,298.9,24.4,69.9,4.3,0.9,0.3,0.2,1.82,5.22,0.32,0.07,0.02,0.02,31.8,NA,
DO.0220,F,G10,LGDO-F-44,5/10/2012,7/24/2013,440,Bld-2 57wks,40.95,4.93,10.84,15.5,48.8,45,14.3,31.7,1500,4.4,3.44,372.6,14.4,80.5,2.7,1.9,0.3,0.2,0.71,3.97,0.13,0.09,0.02,0.01,30.3,NA,
DO.0221,F,G10,LGDO-F-45,5/15/2012,7/24/2013,435,Bld-2 57wks,23.98,5.69,9.77,15.4,47.1,48.2,15.8,32.7,1134,4.5,2.58,252.1,15.4,76.3,3.6,3.9,0.3,0.5,0.87,4.35,0.21,0.22,0.02,0.03,30.7,NA,
DO.0222,F,G10,LGDO-F-45,5/14/2012,7/24/2013,436,Bld-2 57wks,31.88,5.43,11.58,16.3,51.3,44.3,14.1,31.8,1331,4.4,3.19,369.5,9.8,82.2,3.9,3.7,0.2,0.2,0.53,4.46,0.21,0.2,0.01,0.01,30.7,NA,
DO.0223,F,G10,LGDO-F-45,5/15/2012,7/24/2013,435,Bld-2 57wks,26.65,4.03,10.41,16,49.3,47.4,15.4,32.5,1256,4.6,2.34,243.1,15.4,78.8,1.4,4,0.4,0.1,0.62,3.17,0.06,0.16,0.01,0,31,NA,
DO.0224,F,G10,LGDO-F-45,5/15/2012,7/24/2013,435,Bld-2 57wks,39.26,8.08,10.67,16.3,49.7,46.6,15.3,32.9,1005,5.1,3.75,400.2,9.7,81.3,1.4,7,0.2,0.3,0.79,6.57,0.12,0.57,0.02,0.03,31.6,NA,
DO.0225,F,G10,LGDO-F-45,5/15/2012,7/24/2013,435,Bld-2 57wks,32.01,7.17,10.1,12.6,39.5,39.1,12.5,31.9,1940,4.7,3.54,357.9,40.3,48.4,6,3,0.5,1.7,2.89,3.47,0.43,0.22,0.04,0.12,30.9,NA,
DO.0226,F,G10,LGDO-F-46,5/15/2012,7/24/2013,435,Bld-2 57wks,25.48,6.87,10.84,16.1,48.1,44.4,14.9,33.5,1147,4.6,3.85,417.1,19.5,76.1,2.2,1.7,0.2,0.2,1.34,5.23,0.15,0.12,0.02,0.01,32.4,NA,
DO.0227,F,G10,LGDO-F-46,5/15/2012,7/24/2013,435,Bld-2 57wks,35.02,2.69,9.73,14.2,43.7,45,14.6,32.4,1767,4.5,3,291.9,28.8,60.2,6,3.8,0.5,0.6,0.77,1.62,0.16,0.1,0.01,0.02,31.3,NA,
DO.0228,F,G10,LGDO-F-46,5/14/2012,7/24/2013,436,Bld-2 57wks,31.06,12.53,9.69,13.7,46.7,48.2,14.1,29.3,2030,4.7,8.71,844.2,90.2,6.3,2.5,0.5,0.3,0.2,11.3,0.79,0.32,0.06,0.04,0.02,28.1,NA,
DO.0229,F,G10,LGDO-F-46,5/15/2012,7/24/2013,435,Bld-2 57wks,25.25,14.9,11.89,16,51.1,43,13.4,31.3,1131,4.6,4.02,478.4,13.9,80.5,2.3,2.5,0.3,0.5,2.08,12,0.34,0.38,0.04,0.07,29.9,NA,
DO.0230,F,G10,LGDO-F-46,5/15/2012,7/24/2013,435,Bld-2 57wks,36.03,6.86,10.81,16,48.2,44.6,14.8,33.1,1505,4.6,1.85,199.8,6.7,88.5,2.1,2.1,0.2,0.4,0.46,6.07,0.14,0.14,0.02,0.03,32.2,NA,
DO.0231,F,G10,LGDO-F-47,5/14/2012,7/24/2013,436,Bld-2 57wks,44.09,6.6,11.18,16.2,50.8,45.5,14.5,31.8,1054,4.4,3.13,350.2,15,74.6,1.4,8.1,0.5,0.3,0.99,4.92,0.09,0.54,0.03,0.02,30.7,NA,
DO.0232,F,G10,LGDO-F-47,5/11/2012,7/24/2013,439,Bld-2 57wks,35.58,8.36,10.56,16.7,49.2,46.5,15.8,34,1001,4.8,2.85,301.4,21.2,72.3,2.6,3.2,0.3,0.4,1.77,6.04,0.22,0.27,0.02,0.03,33.2,NA,
DO.0233,F,G10,LGDO-F-47,5/14/2012,7/24/2013,436,Bld-2 57wks,20.23,6.32,11.16,16.1,49.1,44,14.5,32.9,1377,5.1,2.67,297.7,18.5,74.8,2.9,3.4,0.3,0.2,1.17,4.73,0.18,0.21,0.02,0.01,31.5,NA,
DO.0234,F,G10,LGDO-F-47,5/18/2012,7/24/2013,432,Bld-2 57wks,24.29,7.51,11.47,15.7,49.3,43,13.6,31.8,1748,4.7,3.87,444,12.1,79.9,3.8,3.4,0.4,0.4,0.91,6,0.28,0.26,0.03,0.03,30.6,NA,
DO.0236,F,G10,LGDO-F-48,5/14/2012,7/24/2013,436,Bld-2 57wks,29.06,18.08,10.14,14.8,45.3,44.7,14.6,32.7,820,6.9,2.45,247.9,4.9,85.2,2.1,6.5,0.3,1,0.88,15.4,0.38,1.17,0.06,0.18,31,NA,
DO.0237,F,G10,LGDO-F-48,5/14/2012,7/24/2013,436,Bld-2 57wks,43.95,5.08,11.47,15.2,47.5,41.4,13.2,31.9,1100,4.4,5.68,651.2,21,70.6,4.6,3.3,0.2,0.3,1.06,3.59,0.24,0.17,0.01,0.01,30.5,NA,
DO.0238,F,G10,LGDO-F-48,5/16/2012,7/24/2013,434,Bld-2 57wks,29.81,14.43,11.88,16.8,50.5,42.5,14.2,33.3,711,4.9,2.65,314.6,5.2,87.8,0.4,5.7,0.3,0.6,0.74,12.67,0.06,0.82,0.05,0.09,31.9,NA,
DO.0239,F,G10,LGDO-F-48,5/14/2012,7/24/2013,436,Bld-2 57wks,35.31,7.48,11,16.5,50.2,45.7,15,32.8,1053,4.8,3.09,339.3,13.3,75.5,6.7,4,0.2,0.3,1,5.65,0.5,0.3,0.01,0.02,31.2,NA,
DO.0240,F,G10,LGDO-F-48,5/16/2012,7/24/2013,434,Bld-2 57wks,42.16,8.8,11.77,17,52.2,44.4,14.5,32.6,1164,4.6,2.92,344,9.8,82.4,3.8,3.3,0.3,0.5,0.86,7.25,0.33,0.29,0.02,0.04,30.7,NA,
DO.0241,M,G7,LGDO-M-01,6/22/2011,7/25/2012,399,Bld-2 57wks,58.13,6.92,9.74,15,47.9,49.1,15.4,31.3,1051,9.1,0,0,17.7,75.8,1.8,3.6,0.2,0.9,1.22,5.24,0.12,0.25,0.01,0.07,30.4,40,JDO-B-072512-01
DO.0242,M,G7,LGDO-M-01,6/21/2011,7/25/2012,400,Bld-2 57wks,31.93,15.59,10.67,15.3,50.4,47.2,14.3,30.4,1654,8.6,0,0,8.3,87.1,1.3,1.1,0.4,1.8,1.29,13.58,0.2,0.17,0.06,0.29,29.2,40,JDO-B-072512-01
DO.0243,M,G7,LGDO-M-01,6/19/2011,7/25/2012,402,Bld-2 57wks,34.81,12.75,10.87,16.2,52.3,48.1,14.9,30.9,1801,9.1,0,0,10.4,83.1,2,3,0.3,1.1,1.33,10.59,0.25,0.39,0.04,0.15,29.6,40,JDO-B-072512-01
DO.0244,M,G7,LGDO-M-01,6/21/2011,7/25/2012,400,Bld-2 57wks,65.85,9.1,11.45,16.5,54.9,47.9,14.4,30,1772,9.1,0,0,16.3,78.2,2.4,1.7,0.2,1.1,1.48,7.12,0.22,0.15,0.02,0.1,28.8,40,JDO-B-072512-01
DO.0245,M,G7,LGDO-M-01A,6/21/2011,7/25/2012,400,Bld-2 57wks,43.13,5.3,9.41,15.4,52.2,55.5,16.4,29.5,1435,8.2,0,0,19.5,75.8,1.8,1.3,0.2,1.4,1.03,4.02,0.09,0.07,0.01,0.07,28.3,40,JDO-B-072512-01
DO.0246,M,G7,LGDO-M-02,6/22/2011,7/25/2012,399,Bld-2 57wks,36.45,6.4,10.47,14.8,51,48.7,14.2,29.1,1671,8.8,0,0,11.8,82.1,2.7,1.5,0.4,1.5,0.75,5.26,0.17,0.1,0.03,0.1,27.7,40,JDO-B-072512-01
DO.0247,M,G7,LGDO-M-02A,6/20/2011,7/25/2012,401,Bld-2 57wks,37.52,8.43,10.72,15.8,51.5,48,14.7,30.6,2383,8.6,0,0,33.6,58.7,4.7,2,0.4,0.5,2.84,4.95,0.4,0.17,0.03,0.05,29.3,40,JDO-B-072512-01
DO.0249,M,G7,LGDO-M-02B,6/23/2011,7/25/2012,398,Bld-2 57wks,32.37,5.11,8.38,13.8,44.8,53.5,16.5,30.9,1899,7.9,0,0,12,76.7,3,6,0.3,1.9,0.61,3.92,0.15,0.31,0.02,0.1,30,40,JDO-B-072512-01
DO.0250,M,G7,LGDO-M-02C,6/23/2011,7/25/2012,398,Bld-2 57wks,31.92,16.34,8.95,13.6,49.4,55.3,15.2,27.4,2213,9.4,0,0,42.2,34.1,1,0.7,1.7,20.3,6.9,5.57,0.16,0.12,0.27,3.31,26.9,40,JDO-B-072512-01
DO.0251,M,G7,LGDO-M-03,6/22/2011,7/25/2012,399,Bld-2 57wks,40.03,8.77,11.1,15,50.6,45.6,13.5,29.6,1650,8.2,0,0,15.3,74.7,4,3.7,0.3,1.9,1.34,6.55,0.35,0.32,0.03,0.17,28.9,40,JDO-B-072512-01
DO.0252,M,G7,LGDO-M-03,6/24/2011,7/25/2012,397,Bld-2 57wks,46.16,8.91,11.01,14.4,49.7,45.1,13,28.9,864,8.4,0,0,16.4,69.1,1.5,10.8,0.6,1.5,1.46,6.16,0.14,0.96,0.05,0.14,28.1,40,JDO-B-072512-01
DO.0253,M,G7,LGDO-M-03,6/22/2011,7/25/2012,399,Bld-2 57wks,45.99,11.87,6.55,8.8,34.7,52.9,13.5,25.5,2248,8.6,0,0,20.6,72.1,1.6,3.3,0.3,2,2.45,8.56,0.18,0.4,0.04,0.24,26.7,40,JDO-B-072512-01
DO.0254,M,G7,LGDO-M-03,6/24/2011,7/25/2012,397,Bld-2 57wks,62.79,12,11.19,16.7,55.1,49.2,15,30.4,1870,9.6,0,0,19.3,71.4,3.9,1.6,0.3,3.5,2.31,8.57,0.47,0.19,0.03,0.42,29.6,40,JDO-B-072512-01
DO.0255,M,G7,LGDO-M-03,6/24/2011,7/25/2012,397,Bld-2 57wks,33.5,4.01,10.62,15.9,54.7,51.5,15,29.1,1800,9.2,0,0,15.5,74.8,2.9,5.7,0.2,0.8,0.62,3,0.12,0.23,0.01,0.03,28.4,35,JDO-B-072512-01
DO.0256,M,G7,LGDO-M-04A,6/21/2011,7/25/2012,400,Bld-2 57wks,43.15,11.08,10.22,14.2,46.6,45.6,13.9,30.4,2043,9.3,0,0,18.5,73.3,1.5,4.5,0.2,1.9,2.05,8.13,0.17,0.5,0.02,0.21,29.5,40,JDO-B-072512-01
DO.0257,M,G7,LGDO-M-04,6/20/2011,7/25/2012,401,Bld-2 57wks,61.85,3.93,10.7,15.7,50.3,47,14.7,31.2,1221,9.2,0,0,18.3,63.8,4.1,12.7,0.4,0.7,0.72,2.51,0.16,0.5,0.02,0.03,29.6,40,JDO-B-072512-01
DO.0258,M,G7,LGDO-M-04,6/24/2011,7/25/2012,397,Bld-2 57wks,35.87,11.28,10.63,15.2,50.8,47.8,14.4,30,1308,8.1,0,0,14.8,76.6,2.1,4.7,0.4,1.4,1.67,8.64,0.24,0.53,0.04,0.15,28.8,40,JDO-B-072512-01
DO.0259,M,G7,LGDO-M-04,6/19/2011,7/25/2012,402,Bld-2 57wks,34.42,10.69,10.59,13.4,46.2,43.6,12.7,29.1,1452,8,0,0,22.3,70.2,4.4,1.7,0.2,1.1,2.38,7.51,0.47,0.18,0.03,0.12,29.2,40,JDO-B-072512-01
DO.0260,M,G7,LGDO-M-04,6/20/2011,7/25/2012,401,Bld-2 57wks,46.91,5.16,9.84,13.8,47.3,48,14.1,29.3,1790,8.1,0,0,21,72.2,4.5,1.5,0.2,0.7,1.08,3.73,0.23,0.08,0.01,0.03,28.5,40,JDO-B-072512-01
DO.0261,M,G7,LGDO-M-05,6/24/2011,7/25/2012,397,Bld-2 57wks,52.58,10.19,9.84,14.4,47.3,48.1,14.6,30.4,1581,8.1,0,0,9.5,84,2.5,2.8,0.3,0.9,0.97,8.56,0.26,0.29,0.03,0.09,28.9,40,JDO-B-072512-01
DO.0263,M,G7,LGDO-M-05,6/24/2011,7/25/2012,397,Bld-2 57wks,29.49,8.94,10.98,15.5,50.8,46.3,14.1,30.6,1783,9.1,0,0,16.5,76.3,3.7,2.5,0.3,0.8,1.47,6.83,0.33,0.22,0.02,0.07,29.7,40,JDO-B-072512-01
DO.0264,M,G7,LGDO-M-05A,6/24/2011,7/25/2012,397,Bld-2 57wks,33.45,6.29,6.22,9.9,34.8,55.9,15.9,28.5,1273,8,0,0,71.3,14.9,0.7,6.9,0.1,6.2,4.49,0.94,0.04,0.43,0.01,0.39,27.7,50,JDO-B-072512-01
DO.0265,M,G7,LGDO-M-05,6/23/2011,7/25/2012,398,Bld-2 57wks,37.78,6.95,10.11,14,46.4,45.9,13.8,30.1,1625,7.9,0,0,17.4,77.7,1.8,2,0.3,0.9,1.21,5.41,0.12,0.14,0.02,0.06,29.4,40,JDO-B-072512-01
DO.0266,M,G7,LGDO-M-06,6/23/2011,7/25/2012,398,Bld-2 57wks,35.06,7.63,11.83,15.2,50.6,42.8,12.8,30,2774,9,0,0,12,81.5,1.1,2.8,0.5,2,0.91,6.22,0.09,0.22,0.04,0.16,29,40,JDO-B-072512-01
DO.0268,M,G7,LGDO-M-06,6/22/2011,7/25/2012,399,Bld-2 57wks,37.24,11.65,10.54,15.3,48.9,46.4,14.5,31.2,1253,8.1,0,0,14.3,75,6.3,2.6,0.4,1.5,1.66,8.74,0.73,0.3,0.04,0.17,30.7,40,JDO-B-072512-01
DO.0269,M,G7,LGDO-M-06B,6/22/2011,7/25/2012,399,Bld-2 57wks,44.06,15.48,9.63,14.5,48.4,50.2,15,29.9,1673,8.9,0,0,9.5,83.6,0.9,3.5,0.7,1.8,1.47,12.95,0.14,0.54,0.1,0.28,28.8,40,JDO-B-072512-01
DO.0270,M,G7,LGDO-M-06C,6/23/2011,7/25/2012,398,Bld-2 57wks,46.4,3.35,11.53,14.5,49.7,43.1,12.6,29.2,2351,8.7,0,0,33.6,60.8,3.2,1.8,0,0.6,1.13,2.04,0.11,0.06,0,0.02,28.7,40,JDO-B-072512-01
DO.0271,M,G7,LGDO-M-07,6/29/2011,8/1/2012,399,Bld-2 57wks,37.31,9.52,9.73,14.7,46,47.2,15.1,31.9,1278,6.4,0,0,19.4,70.1,4.1,5.2,0.2,1,1.85,6.67,0.39,0.49,0.02,0.1,31.1,40,JDO-B-080112-01
DO.0272,M,G7,LGDO-M-07,6/30/2011,8/1/2012,398,Bld-2 57wks,42.59,5.54,8.66,12.3,40.8,47.2,14.2,30,2406,6.4,0,0,32.8,60.2,1.5,2.9,1.1,2.5,1.82,3.34,0.09,0.16,0.06,0.14,29.4,40,JDO-B-080112-01
DO.0273,M,G7,LGDO-M-07,6/30/2011,8/1/2012,398,Bld-2 57wks,40.74,15.61,9,13.6,45.8,50.8,15.1,29.6,1581,6.9,0,0,10.2,83.1,2.1,2.8,0.4,1.4,1.59,12.98,0.32,0.44,0.06,0.22,29.3,40,JDO-B-080112-01
DO.0274,M,G7,LGDO-M-07,6/30/2011,8/1/2012,398,Bld-2 57wks,36.34,8.24,10.98,14.9,48.2,43.9,13.5,30.8,1714,6.9,0,0,16.2,76.4,2.1,1.6,1,2.7,1.34,6.3,0.17,0.13,0.08,0.22,30.1,40,JDO-B-080112-01
DO.0275,M,G7,LGDO-M-07,6/30/2011,8/1/2012,398,Bld-2 57wks,34.73,17.86,10,14.2,45.9,45.9,14.2,31,2083,7.1,0,0,10.8,83.2,1.5,1.4,0.4,2.6,1.92,14.86,0.28,0.25,0.08,0.47,30.7,40,JDO-B-080112-01
DO.0276,M,G7,LGDO-M-08,6/29/2011,8/1/2012,399,Bld-2 57wks,43.8,12.79,11.45,13.7,45.8,40,12,30,1986,6.3,0,0,14.9,78.5,1.7,3.3,0.4,1.1,1.9,10.05,0.22,0.43,0.05,0.15,29.2,40,JDO-B-080112-01
DO.0277,M,G7,LGDO-M-08,6/30/2011,8/1/2012,398,Bld-2 57wks,44.3,7.99,11.39,16.5,51.5,45.2,14.5,32,1876,6.7,0,0,17.4,76,2.1,3.1,0.4,1,1.39,6.07,0.17,0.25,0.03,0.08,31.5,40,JDO-B-080112-01
DO.0278,M,G7,LGDO-M-08,6/30/2011,8/1/2012,398,Bld-2 57wks,44.31,5.79,11.16,15.3,47.7,42.8,13.7,32,1510,7,0,0,19.3,75.1,3.2,1.4,0.2,0.8,1.12,4.35,0.18,0.08,0.01,0.05,31.6,40,JDO-B-080112-01
DO.0279,M,G7,LGDO-M-08,7/1/2011,8/1/2012,397,Bld-2 57wks,45.14,9.39,9.47,15.4,47.8,50.5,16.2,32.1,1754,7,0,0,22.5,71.8,1.9,2.7,0.3,0.9,2.11,6.75,0.18,0.25,0.02,0.08,31,40,JDO-B-080112-01
DO.0280,M,G7,LGDO-M-08,6/30/2011,8/1/2012,398,Bld-2 57wks,42.09,6.19,10.86,14.7,48.4,44.6,13.6,30.5,1695,6.8,0,0,14.9,78.8,3.1,2.1,0.2,1,0.92,4.88,0.19,0.13,0.01,0.06,29.4,40,JDO-B-080112-01
DO.0281,M,G7,LGDO-M-09,6/30/2011,8/1/2012,398,Bld-2 57wks,42.74,10.15,9.3,14.2,46.4,49.9,15.3,30.7,2706,7.4,0,0,11.6,80.5,2,4.4,0.4,1.2,1.18,8.17,0.2,0.45,0.04,0.12,29.4,40,JDO-B-080112-01
DO.0282,M,G7,LGDO-M-09D,6/30/2011,8/1/2012,398,Bld-2 57wks,47.67,11.03,10.31,15.1,48.4,46.9,14.7,31.2,2631,7.4,0,0,10.6,82.5,2.8,2.8,0.3,1,1.17,9.1,0.3,0.31,0.04,0.1,30.1,35,JDO-B-080112-01
DO.0283,M,G7,LGDO-M-09A,6/29/2011,8/1/2012,399,Bld-2 57wks,34.77,9.05,9.81,15,49.1,50,15.3,30.5,2543,6.7,0,0,35.6,57.4,3.8,1.5,0.2,1.4,3.22,5.2,0.35,0.14,0.02,0.13,30,40,JDO-B-080112-01
DO.0284,M,G7,LGDO-M-09C,6/30/2011,8/1/2012,398,Bld-2 57wks,35.23,9.06,11.06,16,52.1,47.1,14.4,30.6,1765,6.6,0,0,10.5,83.7,2.1,2.1,0.4,1.3,0.95,7.58,0.19,0.19,0.03,0.12,29.7,40,JDO-B-080112-01
DO.0285,M,G7,LGDO-M-09B,6/29/2011,8/1/2012,399,Bld-2 57wks,42.22,2.61,10.37,15.5,50.2,48.4,15,30.9,1956,6.9,0,0,24.7,68.6,3.5,2.3,0.2,0.8,0.64,1.79,0.09,0.06,0.01,0.02,30.1,40,JDO-B-080112-01
DO.0286,M,G7,LGDO-M-10A,6/30/2011,8/1/2012,398,Bld-2 57wks,48.4,9.28,10.54,16.1,50.7,48,15.3,31.8,1805,7.3,0,0,9.7,83.8,1.1,3.7,0.7,1,0.9,7.78,0.11,0.35,0.06,0.09,30.6,40,JDO-B-080112-01
DO.0287,M,G7,LGDO-M-10,6/27/2011,8/1/2012,401,Bld-2 57wks,47.45,7.17,11.1,16.2,52,46.8,14.6,31.1,2276,7.5,0,0,22.1,72,1.8,2.5,0.3,1.2,1.59,5.16,0.13,0.18,0.02,0.09,30.4,40,JDO-B-080112-01
DO.0288,M,G7,LGDO-M-10,6/29/2011,8/1/2012,399,Bld-2 57wks,32.1,6.73,11.06,16.3,52,47,14.7,31.3,1649,7.6,0,0,46,42.8,4.3,6,0.5,0.9,3.1,2.88,0.29,0.41,0.03,0.06,29.5,40,JDO-B-080112-01
DO.0289,M,G7,LGDO-M-10C,6/30/2011,8/1/2012,398,Bld-2 57wks,37.47,10.89,11.96,17.5,55.4,46.3,14.7,31.7,2029,6.4,0,0,34,57.2,3.8,3.5,0.4,1.1,3.71,6.23,0.41,0.38,0.04,0.12,30.4,35,JDO-B-080112-01
DO.0290,M,G7,LGDO-M-10B,6/30/2011,8/1/2012,398,Bld-2 57wks,29.29,11.7,10.75,15.8,51.4,47.8,14.7,30.8,1735,6.8,0,0,39.2,48.4,2,1.7,0.6,8.1,4.59,5.66,0.23,0.2,0.07,0.94,29.7,40,JDO-B-080112-01
DO.0291,M,G7,LGDO-M-11,6/29/2011,8/8/2012,406,Bld-2 57wks,46.27,13.01,10.17,14.3,47.8,47,14.1,29.9,2035,5.2,0,0,16.6,76.6,1.5,2.1,0.2,3,2.15,9.97,0.19,0.27,0.03,0.4,28.7,40,JDO-B-080812-01
DO.0292,M,G7,LGDO-M-11,6/28/2011,8/8/2012,407,Bld-2 57wks,44.03,8.88,11.06,15.8,48.9,44.2,14.3,32.4,994,6.2,0,0,15.4,74.3,1.6,7.5,0.3,0.9,1.36,6.6,0.14,0.66,0.03,0.08,31.6,40,JDO-B-080812-01
DO.0293,M,G7,LGDO-M-11,6/25/2011,8/8/2012,410,Bld-2 57wks,36.67,14.31,10.84,13.8,46.3,42.7,12.7,29.8,1622,5.4,0,0,32.9,52.5,6,3.3,0.4,4.9,4.7,7.52,0.86,0.47,0.06,0.7,29.1,40,JDO-B-080812-01
DO.0294,M,G7,LGDO-M-11,6/25/2011,8/8/2012,410,Bld-2 57wks,36.83,7.4,11.7,15.4,49.2,42,13.2,31.4,2253,5.1,0,0,16.9,73.9,2.3,4.9,0.4,1.6,1.25,5.47,0.17,0.36,0.03,0.12,31.2,40,JDO-B-080812-01
DO.0295,M,G7,LGDO-M-11,6/27/2011,8/8/2012,408,Bld-2 57wks,36.77,8.11,10.29,14.7,46.1,44.8,14.3,31.8,1706,5.2,0,0,6,90.8,0.5,0.3,0.3,2,0.49,7.36,0.04,0.03,0.02,0.16,31.4,45,JDO-B-080812-01
DO.0296,M,G7,LGDO-M-12,6/30/2011,8/8/2012,405,Bld-2 57wks,42.78,8.97,10.91,16.2,49.3,45.1,14.8,32.8,1035,6.5,0,0,22.2,68.1,2.1,5.5,0.5,1.7,1.99,6.11,0.18,0.5,0.04,0.15,31.2,40,JDO-B-080812-01
DO.0297,M,G7,LGDO-M-12A,6/25/2011,8/8/2012,410,Bld-2 57wks,41.39,7.25,10.29,14.6,45.3,44,14.2,32.3,1670,5.1,0,0,33.8,59.8,2.6,2.6,0.3,0.9,2.45,4.33,0.19,0.19,0.02,0.07,31.5,40,JDO-B-080812-01
DO.0299,M,G7,LGDO-M-12,6/29/2011,8/8/2012,406,Bld-2 57wks,37.76,8.93,10.88,16.2,48.3,44.4,14.9,33.5,1268,5.5,0,0,18.1,73.6,3.8,3.3,0.2,1,1.62,6.57,0.34,0.3,0.02,0.09,31.9,40,JDO-B-080812-01
DO.0300,M,G7,LGDO-M-12,7/1/2011,8/8/2012,404,Bld-2 57wks,36.2,16.43,12.49,15.6,47.6,38.1,12.5,32.7,1300,6.1,0,0,13.6,80.5,1.2,1.5,0.4,2.8,2.24,13.22,0.2,0.24,0.07,0.46,31.8,40,JDO-B-080812-01
DO.0301,M,G8,LGDO-M-13,10/24/2011,11/20/2012,393,Bld-2 57wks,47.18,6.98,10.27,15.4,48.4,47.2,15,31.7,1589,6.1,3.48,357.7,15.7,78.7,2.8,1.9,0.3,0.6,1.1,5.49,0.2,0.13,0.02,0.04,32.1,0,none
DO.0302,M,G8,LGDO-M-13,10/24/2011,11/20/2012,393,Bld-2 57wks,33.01,10.23,11.23,16,51.4,45.8,14.3,31.2,1994,5.9,3.43,385.1,16,77.6,1.9,3.5,0.2,0.7,1.64,7.94,0.19,0.36,0.03,0.08,31.1,0,none
DO.0303,M,G8,LGDO-M-13,10/22/2011,11/20/2012,395,Bld-2 57wks,44.56,5.29,10.5,15.7,48.2,45.9,15,32.7,1412,5.8,3.16,332.1,19.5,73.8,4,2.2,0.2,0.3,1.03,3.9,0.21,0.11,0.01,0.01,31.6,0,none
DO.0304,M,G8,LGDO-M-13,10/26/2011,11/20/2012,391,Bld-2 57wks,44.76,7.26,10.26,15.3,49,47.7,14.9,31.3,1794,5.5,3.9,400.4,11.7,82.9,2.7,1.8,0.3,0.6,0.85,6.02,0.2,0.13,0.02,0.04,31.3,0,none
DO.0305,M,G8,LGDO-M-13,10/22/2011,11/20/2012,395,Bld-2 57wks,33.17,8.12,9.39,14.1,42.6,45.3,15,33.2,2060,6.1,3.87,363.6,18,71.1,8.9,1.1,0.2,0.8,1.46,5.78,0.72,0.09,0.02,0.06,32.7,0,none
DO.0306,M,G8,LGDO-M-14,10/25/2011,11/20/2012,392,Bld-2 57wks,33.36,4.92,9.83,14.5,44.4,45.1,14.7,32.6,3216,5.8,3.41,335.6,19.9,70.2,3.9,5.2,0.4,0.5,0.98,3.46,0.19,0.25,0.02,0.02,32.5,0,none
DO.0308,M,G8,LGDO-M-14B,10/24/2011,11/20/2012,393,Bld-2 57wks,36.84,7.43,10.37,16.2,49.1,47.3,15.6,33,1215,6.2,3.11,322.5,11.8,77.3,4.5,5.8,0.3,0.3,0.88,5.74,0.33,0.43,0.02,0.02,31.9,0,none
DO.0309,M,G8,LGDO-M-14D,10/27/2011,11/20/2012,390,Bld-2 57wks,31.17,9.32,10.21,15,46.2,45.2,14.7,32.4,1361,6.3,2.34,239.2,24.4,70.8,1.7,2.5,0.2,0.3,2.28,6.6,0.16,0.23,0.02,0.03,31.7,0,none
DO.0310,M,G8,LGDO-M-14,10/25/2011,11/20/2012,392,Bld-2 57wks,44.72,8.82,10.97,16.5,48.3,44.1,15.1,34.2,1846,7.4,3.51,384.8,35.7,56.6,3.1,4.2,0.3,0.2,3.15,4.99,0.27,0.37,0.03,0.01,33.6,0,none
DO.0311,M,G8,LGDO-M-15,10/24/2011,11/20/2012,393,Bld-2 57wks,45.41,6.33,9.29,13.7,42.9,46.1,14.7,31.9,2191,7.5,2.69,250.1,15.7,78.2,2.5,2.9,0.3,0.5,0.99,4.95,0.16,0.18,0.02,0.03,31.2,0,none
